timestamp_sec,x,y,z,qx,qy,qz,qw
1785318223.8826365,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318223.8875775,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318223.897662,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318223.9076,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318223.9127114,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318223.922693,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318223.9327352,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318223.9377143,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318223.9426754,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318223.9476078,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318223.9526677,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318223.9626446,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.0126555,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.0276241,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.0326788,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.0377035,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.147612,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.3326504,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.3426852,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.3476324,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.3576772,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.377664,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.3926845,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.4027069,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.4076042,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.4176552,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.422655,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.427616,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.4326618,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.4376454,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.4426584,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.452644,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.4576628,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.4626567,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.4826534,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.4976768,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.50265,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.5075893,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.5126557,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.5176528,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.522651,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.5276198,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.5376456,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.5476074,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.5526454,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.5576837,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.5726664,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.5826352,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.5926523,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.6026518,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.6126559,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.617708,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.6226459,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.632661,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.6376417,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.6476068,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.6526544,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.6626346,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.6676126,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.672647,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.6776385,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.6826448,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.6926434,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.6976523,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.7026408,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.7075944,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.7176576,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.7226377,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.727647,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.732659,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.7376592,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.7475958,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.7526374,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.757662,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.7626514,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.7776394,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.7826538,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.797633,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.8075893,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.8176336,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.8226497,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.827622,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.8326516,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.8376572,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.842648,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.852678,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.8676133,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.897638,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.907617,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.9126723,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.9226534,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.9276264,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.9327197,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.9377046,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.9426434,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.952637,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.957638,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.9675934,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.9776418,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.9875958,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318224.9976375,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.0026364,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.0076146,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.012638,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.0176406,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.0275881,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.0376482,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.042647,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.0475967,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.0526474,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.0576377,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.0675862,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.0726213,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.0776691,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.0876362,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.0926473,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.097655,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.1075983,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.1226382,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.127635,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.1326497,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.1376486,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.1426415,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.1526392,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.1576376,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.167592,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.172626,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.1875823,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.192634,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.2026339,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.2075958,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.217652,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.227584,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.232642,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.2376444,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.2426429,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.257635,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.267595,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.272621,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.287583,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.2976415,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.3026495,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.307599,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.3275852,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.342641,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.3576527,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.4526951,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.4626713,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.4776528,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.4826593,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.487607,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.4926457,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.4976547,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.5026507,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.5076003,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.517654,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.5276082,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.5326636,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.5377276,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.5426795,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.5476487,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.5576365,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.5626705,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.567625,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.5776582,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.5826519,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.5875945,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.592651,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.5976532,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.6126652,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.632673,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.6876009,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.707601,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.7326508,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.737666,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.7426968,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.7476285,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.7526848,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.7576551,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.7626715,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.7676227,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.7726645,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.7776651,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.7826529,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.7876074,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.797675,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.807593,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.8126788,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.8176994,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.827613,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.8326643,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.8376846,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.8426757,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.8476298,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.8526754,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.8576603,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.8626478,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.86762,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.9075854,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.922641,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.927608,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.9326642,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.937671,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.9428294,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.9476194,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318225.9676173,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.0426695,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.062652,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.0676522,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.1976376,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.377643,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.3826447,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.4176807,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.427696,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.432731,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.4376864,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.442711,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.447661,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.4527,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.4576466,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.4626403,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.4726586,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.4776506,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.4826427,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.4875965,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.492641,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.4976661,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.5026503,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.5126634,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.5176861,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.5226555,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.5376527,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.5426977,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.5476296,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.5676117,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.572661,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.5776408,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.5875993,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.59265,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.6026554,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.6076038,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.612644,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.6276035,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.6326392,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.6376727,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.6426919,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.657655,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.6626427,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.6926641,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.6976607,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.702662,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.7076182,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.7376623,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.7427025,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.7476823,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.7526798,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.757659,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.7676086,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.7726703,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.7776537,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.8026545,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.807647,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.8226697,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.832654,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.8376482,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.8426747,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.9476054,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.9526458,0.0,0.0,0.75,0.0,0.0,0.0,1.0
1785318226.9576604,0.0,0.0,0.75,0.0,0.0,0.0,1.0
